filename	size
wgEncodeAwgTfbsHaibK562Six5Pcr1xUniPk.narrowPeak	4194
wgEncodeAwgTfbsHaibK562Sp1Pcr1xUniPk.narrowPeak	7206
wgEncodeAwgTfbsHaibK562Sp2sc643V0416102UniPk.narrowPeak	3124
wgEncodeAwgTfbsHaibK562SrfV0416101UniPk.narrowPeak	4717
wgEncodeAwgTfbsHaibK562Stat5asc74442V0422111UniPk.narrowPeak	9811
wgEncodeAwgTfbsHaibK562Taf1V0416101UniPk.narrowPeak	15246
wgEncodeAwgTfbsHaibK562Taf7sc101167V0416101UniPk.narrowPeak	3422
wgEncodeAwgTfbsHaibK562Tead4sc101184V0422111UniPk.narrowPeak	31030
wgEncodeAwgTfbsHaibK562Thap1sc98174V0416101UniPk.narrowPeak	3506
wgEncodeAwgTfbsHaibK562Trim28sc81411V0422111UniPk.narrowPeak	12137
wgEncodeAwgTfbsHaibK562Usf1V0416101UniPk.narrowPeak	18521
wgEncodeAwgTfbsHaibK562Yy1V0416101UniPk.narrowPeak	12677
wgEncodeAwgTfbsHaibK562Yy1V0416102UniPk.narrowPeak	24059
wgEncodeAwgTfbsHaibK562Zbtb33Pcr1xUniPk.narrowPeak	3285
wgEncodeAwgTfbsHaibK562Zbtb7asc34508V0416101UniPk.narrowPeak	21711
wgEncodeAwgTfbsHaibPanc1NrsfPcr2xUniPk.narrowPeak	5507
wgEncodeAwgTfbsHaibPanc1Pol24h8V0416101UniPk.narrowPeak	10324
wgEncodeAwgTfbsHaibPanc1Sin3ak20V0416101UniPk.narrowPeak	7182
wgEncodeAwgTfbsHaibPfsk1Foxp2Pcr2xUniPk.narrowPeak	18182
wgEncodeAwgTfbsHaibPfsk1NrsfPcr2xUniPk.narrowPeak	11390
wgEncodeAwgTfbsHaibPfsk1Sin3ak20V0416101UniPk.narrowPeak	5950
wgEncodeAwgTfbsHaibPfsk1Taf1V0416101UniPk.narrowPeak	5844
wgEncodeAwgTfbsHaibSknmcFoxp2Pcr2xUniPk.narrowPeak	14695
wgEncodeAwgTfbsHaibSknmcPol24h8V0416101UniPk.narrowPeak	24130
wgEncodeAwgTfbsHaibSknshNrsfPcr2xUniPk.narrowPeak	18845
wgEncodeAwgTfbsHaibSknshNrsfV0416101UniPk.narrowPeak	11029
wgEncodeAwgTfbsHaibSknshPol24h8V0416101UniPk.narrowPeak	28168
wgEncodeAwgTfbsHaibSknshSin3ak20V0416101UniPk.narrowPeak	15561
wgEncodeAwgTfbsHaibSknshTaf1V0416101UniPk.narrowPeak	13993
wgEncodeAwgTfbsHaibSknshraCtcfV0416102UniPk.narrowPeak	40588
wgEncodeAwgTfbsHaibSknshraP300V0416102UniPk.narrowPeak	46485
wgEncodeAwgTfbsHaibSknshraRad21V0416102UniPk.narrowPeak	62275
wgEncodeAwgTfbsHaibSknshraUsf1sc8983V0416102UniPk.narrowPeak	19622
wgEncodeAwgTfbsHaibSknshraYy1sc281V0416102UniPk.narrowPeak	15684
wgEncodeAwgTfbsHaibT47dCtcfsc5916V0416102Dm002p1hUniPk.narrowPeak	29285
wgEncodeAwgTfbsHaibT47dEraaV0416102Bpa1hUniPk.narrowPeak	3902
wgEncodeAwgTfbsHaibT47dEralphaaPcr2xGen1hUniPk.narrowPeak	10547
